,Buy,,,,,Trades,,,,,,,Transfers,,,,,,,Sales,,,,,,
Date,Amount,Currency,Unit basis,USD Value,,Amount,Source currency,Amount,Target currency,Source unit price,Target amount after fees,,Amount,Currency,Source,Target,Fees (in addition to Amount),,,Amount,Currency,Unit price,Fees (in addition to Amount),USD Net,,URL
